event_type,sub_event_type,month,day,event_date,year,actor1,assoc_actor_1,actor2,assoc_actor_2,city,state,fatalities,source,source_scale,major_media,notes,tags
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,SANTA ROSA,CALIFORNIA,0,PATCH; PRESS DEMOCRAT,SUBNATIONAL-NATIONAL,NO,"ON 31 MAY 2020, ABOUT 200 PEOPLE DEMONSTRATED IN SANTA ROSA (CALIFORNIA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD, A BLACK MAN KILLED BY POLICE IN MINNEAPOLIS. THE DEMONSTRATION TURNED VIOLENT AFTER A FEW DEMONSTRATORS BEGAN THROWING WATER BOTTLES AT POLICE OFFICERS. SEVERAL DEMONSTRATORS BROKE WINDOWS OF BUSINESSES AND REPORTEDLY LOOTED BUSINESSES. POLICE DISPERSED THE DEMONSTRATORS USING RUBBER BULLETS, TEAR GAS, AND OTHER NON-LETHAL MUNITIONS, CAUSING SERIOUS INJURIES TO SEVERAL DEMONSTRATORS.",CROWD SIZE=ABOUT 200
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,WALNUT CREEK,CALIFORNIA,0,NBC BAY AREA,SUBNATIONAL,NO,"ON 31 MAY 2020, PEOPLE HELD A DEMONSTRATION IN WALNUT CREEK (CALIFORNIA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT. THE DEMONSTRATION TURNED VIOLENT WHEN ABOUT 600 DEMONSTRATORS STARTED LOOTING A NUMBER OF ESTABLISHMENTS ACROSS THE CITY, CLASHING WITH POLICE OFFICERS WHO USED TEAR GAS TO DISPERSE THEM.",CROWD SIZE=AT LEAST 600
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER; CIVILIANS (UNITED STATES); JOURNALISTS (UNITED STATES),POLICE FORCES OF THE UNITED STATES (2017-2021),,TULSA,OKLAHOMA,0,COUNT LOVE; TULSA WORLD; ABC6 (COLUMBUS),OTHER-SUBNATIONAL,NO,"ON 31 MAY 2020, THOUSANDS OF PEOPLE RALLIED IN TULSA (OKLAHOMA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT. THE DEMONSTRATION TURNED VIOLENT AFTER DEMONSTRATORS HURLED ROCKS AT CARS AND LOOTED BUSINESSES. A TRUCK DROVE THROUGH THE CROWD AND INJURED TWO PEOPLE AFTER DEMONSTRATORS THREW OBJECTS AT AND DAMAGED THE VEHICLE. ACCORDING TO THE POLICE, THE DRIVER, HIS WIFE AND THEIR TWO SCHOOL-AGED CHILDREN FEARED FOR THEIR LIVES AS THEY GOT STUCK IN THE MIDDLE OF THE DEMONSTRATORS AND DROVE THROUGH THEM. POLICE LATER DEPLOYED TEAR GAS AND PEPPER BALLS TO DISPERSE THE CROWD. TWO JOURNALISTS FOR KTUL WERE HIT WITH PEPPER BALLS, BUT POLICE DENIED THAT THE JOURNALISTS OR OTHER MEMBERS OF THE PRESS WERE TARGETED.",CROWD SIZE=THOUSANDS
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,MODESTO,CALIFORNIA,0,KCRA3,SUBNATIONAL,NO,"ON 31 MAY 2020, SEVERAL HUNDRED PEOPLE TOOK PART IN A DEMONSTRATION IN MODESTO (CALIFORNIA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY IN FRESNO. SEVERAL PEOPLE THREW STONES AND BOTTLES AT THE POLICE AFTER BEING TOLD TO DISPERSE AND 15 PEOPLE WERE ARRESTED.",CROWD SIZE=SEVERAL HUNDRED
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,SIOUX CITY,IOWA,0,NEW YORK TIMES; SIOUX CITY JOURNAL; KCAU9,SUBNATIONAL-NATIONAL,YES,"ON 31 MAY 2020, HUNDREDS OF PEOPLE DEMONSTRATED IN SIOUX CITY (IOWA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. THE DEMONSTRATION TURNED VIOLENT WHEN PEOPLE THREW ROCKS AT POLICE AND FIVE OFFICERS WERE INJURED. SOME WINDOWS OF THE POLICE STATION WERE BROKEN. POLICE DEPLOYED STYROFOAM CANISTERS AND 15 PEOPLE WERE ARRESTED.",CROWD SIZE=HUNDREDS
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,TUKWILA,WASHINGTON,0,Q13 FOX,SUBNATIONAL,NO,"ON 31 MAY 2020, PEOPLE STAGED A DEMONSTRATION IN TUKWILA (WASHINGTON) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD, A BLACK MAN KILLED BY POLICE IN MINNEAPOLIS. THE DEMONSTRATION TURNED VIOLENT WHEN PEOPLE LOOTED SEVERAL STORES AND POLICE RESPONDED BY SPRAYING TEAR GAS, ARRESTING SEVERAL DEMONSTRATORS.",CROWD SIZE=NO REPORT
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,ALBUQUERQUE,NEW MEXICO,0,ALAMOGORDO DAILY NEWS; CROWD COUNTING CONSORTIUM,OTHER-SUBNATIONAL,NO,"ON 31 MAY 2020, SEVERAL HUNDRED PEOPLE DEMONSTRATED IN DOWNTOWN ALBUQUERQUE (NEW MEXICO) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. HOURS LATER, DOZENS OF DEMONSTRATORS SET SMALL FIRES, BROKE BUILDING WINDOWS AND LOOTED FROM AT LEAST ONE GUN SHOP. 2 PEOPLE WERE ARRESTED.",CROWD SIZE=SEVERAL HUNDRED
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,ATLANTIC CITY,NEW JERSEY,0,CROWD COUNTING CONSORTIUM; NEWS12 (NEW JERSEY); TIMES OF TRENTON,OTHER-SUBNATIONAL,NO,"ON 31 MAY 2020, ABOUT 100 PEOPLE DEMONSTRATED IN ATLANTIC CITY (NEW JERSEY) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. HOURS LATER, SOME RIOTERS LOOTED SHOPS AND SMASHED WINDOWS, LEADING OFFICIALS TO ISSUE A CITYWIDE CURFEW. POLICE WERE PRESENT TO DISPERSE RIOTERS.",CROWD SIZE=ABOUT 100
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,GREEN BAY,WISCONSIN,0,GREEN BAY PRESS- GAZETTE; CROWD COUNTING CONSORTIUM,OTHER-SUBNATIONAL,NO,"ON 31 MAY 2020, AROUND 100 PEOPLE STAGED A DEMONSTRATION IN GREEN BAY (WISCONSIN) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. LATER, A GAS STATION WAS LOOTED AND BUILDINGS WERE VANDALIZED. POLICE FIRED TEAR GAS INTO THE CROWD.",CROWD SIZE=AROUND 100
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,,,KENOSHA,WISCONSIN,0,CROWD COUNTING CONSORTIUM; KENOSHA NEWS,OTHER-SUBNATIONAL,NO,"ON 31 MAY 2020, ABOUT 100-125 PEOPLE DEMONSTRATED IN KENOSHA (WISCONSIN) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. A NUMBER OF DEMONSTRATIONS OCCURRED IN THE AFTERNOON AND EVENING. DEMONSTRATORS DAMAGED AND LOOTED BUSINESSES.",CROWD SIZE=100-125
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,,,BLOOMINGTON,ILLINOIS,0,PANTAGRAPH,SUBNATIONAL,NO,"ON 31 MAY 2020, ABOUT 150 PEOPLE MARCHED LATE IN THE EVENING IN BLOOMINGTON (ILLINOIS) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD AND BREONNA TAYLOR. OVER 100 INCIDENTS OF VANDALISM AND LOOTING WERE REPORTED OVERNIGHT. THIS WAS SEPERATE FROM THE EARLIER, PEACEFUL PROTEST IN THE DAY.",CROWD SIZE=ABOUT 150
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,CORALVILLE,IOWA,0,KCCI8 NEWS,SUBNATIONAL,NO,"ON 31 MAY 2020, OVER TWO DOZEN PEOPLE DEMONSTRATED IN CORALVILLE (IOWA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. DEMONSTRATORS THREW ROCKS AT AND PUNCHED POLICE, RESULTING IN INJURIES FOR SOME OFFICERS. POLICE USED FLASH-BANG GRENADES AND ARRESTED SOME DEMONSTRATORS. AT LEAST 1 BUSINESS WAS VANDALIZED.",CROWD SIZE=OVER TWO DOZEN
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,,,DEKALB,ILLINOIS,0,COUNT LOVE; SHAW MEDIA ILLINOIS,OTHER-SUBNATIONAL,NO,"ON 31 MAY 2020, HUNDREDS OF PEOPLE DEMONSTRATED IN DEKALB (ILLINOIS) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. A GROUP OF DEMONSTRATORS ATTEMPTED TO LOOT SOME STORES, WHILE OTHERS TRIED TO STOP THEM.",CROWD SIZE=HUNDREDS
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,ERIE,PENNSYLVANIA,0,WICU; PROPUBLICA,SUBNATIONAL-NATIONAL,NO,"ON 31 MAY 2020, AN UNREPORTED NUMBER OF PEOPLE MARCHED IN ERIE (PENNSYLVANIA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. PEOPLE VANDALIZED AND BROKE WINDOWS OF BUSINESSES. POLICE OFFICERS USED TEAR GAS AND FIREWORKS TO DISPERSE THE CROWD. A POLICE OFFICER KICKED SOMEONE IN THE CHEST WHILE THE PERSON WAS ON THE GROUND. THE OFFICER WAS SUSPENDED WITHOUT PAY FOR 3 DAYS AND WAS PUT ON DESK DUTY PENDING COMPLETION OF SENSITIVITY TRAINING. ERIE WAS PLACED UNDER A STATE OF EMERGENCY AFTER THE RIOT. 1 MAN WAS REPORTEDLY SHOT IN HIS THIGH. FIREFIGHTERS EXTINGUISHED A SMALL FIRE.",CROWD SIZE=NO REPORT
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,HOBART,INDIANA,0,TIMES OF NORTHWEST INDIANA; CROWD COUNTING CONSORTIUM,OTHER-SUBNATIONAL,NO,"ON 31 MAY 2020, AROUND 300 PEOPLE DEMONSTRATED AT SOUTHLAKE MALL IN HOBART (INDIANA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. THE LAKE COUNTY TACTICAL UNIT TEAM WAS DEPLOYED TO AID POLICE. DEMONSTRATORS THREW A PLASTIC WATER BOTTLE FILLED WITH ROCKS AT POLICE, INJURING AN OFFICER. POLICE DEPLOYED TEAR GAS AND RUBBER BULLETS AND MADE 10 ARRESTS.",CROWD SIZE=AROUND 300
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),GOVERNMENT OF THE UNITED STATES (2017-2021),JOLIET,ILLINOIS,0,CHICAGO TRIBUNE,SUBNATIONAL,NO,"ON 31 MAY 2020, AN UNREPORTED NUMBER OF PEOPLE DEMONSTRATED IN JOLIET (ILLINOIS) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. LOOTING AND VANDALISM WERE REPORTED ON THE SCENE. SOME PEOPLE THREW BOTTLES, ROCKS, FIREWORKS, AND PIECES OF ASPHALT WHILE OTHERS PUNCHED AT POLICE. THE MAYOR WAS CAUGHT ON CAMERA GRABBING A MAN BY HIS COLLAR AND FORCIBLY WALKING HIM TOWARD A POLICE CAR. A SECOND MAN THEN ATTACKED THE MAYOR FROM BEHIND. THE MAYOR ALLEGED THAT HE WAS ACTING IN SELF-DEFENCE. THE 2 MEN WERE AMONG 30 PEOPLE ARRESTED.",CROWD SIZE=NO REPORT
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,LITTLE ROCK,ARKANSAS,0,THV11; KARK4,SUBNATIONAL,NO,"ON 31 MAY 2020, MORE THAN 150 PEOPLE DEMONSTRATED AT THE STATE CAPITOL BUILDING IN LITTLE ROCK (ARKANSAS) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. FIRES WERE SET AT NIGHT ON A STREET. DEMONSTRATORS WERE SPRAYED WITH TEAR GAS AFTER THE POLICE WARNED THEM TO LEAVE THE AREA. ONE MAN WAS INJURED AFTER BEING HIT IN THE EYE WITH A TEAR GAS CANNISTER.",CROWD SIZE=MORE THAN 150
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),POLICE FORCES OF THE UNITED STATES (2017-2021); BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,ORLANDO,FLORIDA,0,10 TAMPA BAY; DAYTONA BEACH NEWS JOURNAL,SUBNATIONAL,NO,"ON 31 MAY 2020, AN UNREPORTED NUMBER OF PEOPLE DEMONSTRATED IN ORLANDO (FLORIDA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. ORANGE COUNTY SHERIFF KNELT WITH THE DEMONSTRATORS TO SHOW HIS SUPPORT. DEMONSTRATORS THREW ROCKS, BOTTLES AND CONSTRUCTION EQUIPMENT AND MARCHED ONTO INTERSTATE 4. POLICE USED TEAR GAS TO DISPERSE THEM.",CROWD SIZE=NO REPORT
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,RACINE,WISCONSIN,0,MILWAUKEE'S NPR,SUBNATIONAL,YES,"ON 31 MAY 2020, AN UNKNOWN NUMBER OF PEOPLE DEMONSTRATED IN RACINE (WISCONSIN) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. THE THELMA ORR COMMUNITY POLICING HOUSE WAS SET ON FIRE. POLICE USED TEAR GAS AGAINST DEMONSTRATORS.",CROWD SIZE=NO REPORT
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,WEST PALM BEACH,FLORIDA,0,PALM BEACH DAILY NEWS; PALM BEACH POST,SUBNATIONAL,NO,"ON 31 MAY 2020, AN UNKNOWN NUMBER OF PEOPLE MARCHED FROM ROSEMARY SQUARE TO INTERSTATE 95 AND TO THE ROYAL PARK BRIDGE IN WEST PALM BEACH (FLORIDA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. ONCE DEMONSTRATORS WERE ON INTERSTATE 95, POLICE USED TEAR GAS AND RUBBER BULLETS TO QUELL THE DEMONSTRATION. THERE WAS REPORTED EVIDENCE OF LOOTING IN THE CITY.",CROWD SIZE=NO REPORT
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,WAUKEGAN,ILLINOIS,0,DAILY HERALD (ARLINGTON HEIGHTS),SUBNATIONAL,NO,"ON 31 MAY 2020, PEOPLE DEMONSTRATED IN WAUKEGAN (ILLINOIS) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY. THE DEMONSTRATION TURNED VIOLENT AND ABOUT 100 DEMONSTRATORS LOOTED BUSINESSES, ACCORDING TO THE POLICE. POLICE ARRESTED 10 PEOPLE.",CROWD SIZE=ABOUT 100
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,OKLAHOMA CITY,OKLAHOMA,0,OKLAHOMA'S NEWS 4; KOCO5; NEW YORK TIMES,SUBNATIONAL-NATIONAL,YES,"ON 31 MAY 2020, HUNDREDS OF PEOPLE DEMONSTRATED IN OKLAHOMA CITY (OKLAHOMA) OVER THE DEATH OF GEORGE FLOYD, A BLACK MAN KILLED BY POLICE IN MINNEAPOLIS. SOME DEMONSTRATORS THREW FIREWORKS AT POLICE AND VANDALIZED AND BROKE THE WINDOWS OF SOME BUILDINGS, PROMPTING POLICE TO USED TEAR GAS AND RUBBER BULLETS AND MADE 25 ARRESTS AFTER CURFEW WENT INTO EFFECT.",CROWD SIZE=HUNDREDS
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER; CIVILIANS (UNITED STATES),POLICE FORCES OF THE UNITED STATES (2017-2021),,SAN BERNARDINO,CALIFORNIA,0,LOS ANGELES TIMES,SUBNATIONAL,NO,"ON 31 MAY 2020, HUNDREDS OF DEMONSTRATORS MARCHED IN SAN BERNARDINO (CALIFORNIA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY. THE DEMONSTRATION TURNED VIOLENT WHEN SOME PEOPLE SMASHED WINDOWS OF A BANK, THREW ROCKS AT CALIFORNIA HIGHWAY PATROL OFFICERS, IGNITED FIRES AND RESORTED TO LOOTING. AMIDST THE RIOTING AN ON-DUTY SHERIFF'S DEPUTY ALLEGEDLY HIT A CIVILIAN WITH A BASEBALL BAT, FILED A FALSE POLICE REPORT, AND STOLE FROM A SPORTING GOOD STORE AFTER RESPONDING TO A CALL ABOUT BURGLARY.",CROWD SIZE=HUNDREDS
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,VALLEJO,CALIFORNIA,0,CROWD COUNTING CONSORTIUM; TIMES HERALD,OTHER-NATIONAL,NO,"ON 31 MAY 2020, MORE THAN 100 PEOPLE DEMONSTRATED IN VALLEJO (CALIFORNIA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. THE DEMONSTRATION TURNED VIOLENT WHEN THE GROUP ARRIVED OUTSIDE THE VALLEJO POLICE HEADQUARTERS AND BEGAN THROWING ROCKS AND BOTTLES AT POLICE. A POLICE VEHICLE WAS DAMAGED AFTER A ROCK WAS THROWN INTO THE WINDSHIELD. OFFICERS INTERVENED AND DISPERSED THE CROWD WITH TEAR GAS, FLASHBANGS, AND LESS LETHAL FORCE.",CROWD SIZE=MORE THAN 100
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,HEMET,CALIFORNIA,0,CROWD COUNTING CONSORTIUM; VALLEY NEWS,OTHER-SUBNATIONAL,NO,"ON 31 MAY 2020, ABOUT 250 PEOPLE RALLIED IN HEMET (CALIFORNIA) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. THE DEMONSTRATION TURNED VIOLENT AFTER MORE THAN HALF THE DEMONSTRATORS LEFT, WHEN DEMONSTRATORS ALLEGEDLY THREW ROCKS AT THE HEMET VALLEY MALL AND BROKE A GLASS DOOR. OFFICERS USED FLASHBANGS TO DISPERSE DEMONSTRATORS.",CROWD SIZE=ABOUT 250
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER; POLICE FORCES OF THE UNITED STATES (2017-2021),POLICE FORCES OF THE UNITED STATES (2017-2021),,PORTLAND,OREGON,0,KGW8; OREGONIAN,SUBNATIONAL,NO,"ON 31 MAY 2020, THOUSANDS OF PEOPLE DEMONSTRATED IN PORTLAND (OREGON) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD, A BLACK MAN KILLED BY POLICE IN MINNEAPOLIS. A GROUP OF DEMONSTRATORS LATER IN THE DAY THREW WATER BOTTLES AT POLICE OFFICERS AND SET OFF FIREWORKS AND 'AERIAL MORTARS', PROMPTING POLICE TO USE FLASH BANGS AND TEAR GAS TO DISPERSE THE CROWD AND ARREST 14.",CROWD SIZE=THOUSANDS
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,TAMPA,FLORIDA,0,TAMPA BAY TIMES; WJZ13,SUBNATIONAL-NATIONAL,NO,"ON 31 MAY 2020, MORE THAN 1000 PEOPLE GATHERED FOR A DEMONSTRATION IN TAMPA (FLORIDA) TO SUPPORT THE BLACK LIVES MATTER MOVEMENT IN THE WAKE OF GEORGE FLOYD'S DEATH. POLICE FIRED TEAR GAS AND NON-LETHAL ROUNDS TO BREAK UP THE CROWD AFTER THE DEMONSTRATORS ATTEMPTED TO BLOCK AN INTERSTATE RAMP. DEMONSTRATORS PULLED TRASHCANS INTO THE STREET AND THREW WATER BOTTLES AND OTHER OBJECTS AT POLICE CARS, WITH ONE PERSON USING A BASEBALL BAT. AS THE DEMONSTRATION CONTINUED LATER INTO THE NIGHT, POLICE MOVED TO RETAKE AN INTERSECTION THAT DEMONSTRATORS HAD BLOCKED WITH BURNING TIRES, FIRING BEAN BAG ROUNDS AT THE REMAINING DEMONSTRATORS. THE DEMONSTRATORS KICKED POLICE CARS AND THREW BOTTLES, AFTER WHICH POLICE FIRED MORE RUBBER BULLETS AND PEPPER SPRAY AT THE CROWD. THREE DEMONSTRATORS WERE SHOT BY RUBBER BULLETS IN THE HEAD.",CROWD SIZE=MORE THAN 1000
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,,,NIAGARA FALLS,NEW YORK,0,CHANNEL 2 (BUFFALO),SUBNATIONAL,NO,"ON 31 MAY 2020, AN UNREPORTED NUMBER OF PEOPLE STAGED A DEMONSTRATION OUTSIDE THE NIAGARA FALLS POLICE DEPARTMENT IN NIAGARA FALLS (NEW YORK) IN SUPPORT OF BLACK LIVES MATTER AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. DEMONSTRATORS THREW FIRECRACKERS.",CROWD SIZE=NO REPORT
RIOTS,VIOLENT DEMONSTRATION,5,31,2020-05-31,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER; CIVILIANS (UNITED STATES); JOURNALISTS (UNITED STATES),POLICE FORCES OF THE UNITED STATES (2017-2021),,DENVER,COLORADO,0,DENVERITE; US PRESS FREEDOM TRACKER; DENVER POST,OTHER-SUBNATIONAL,NO,"ON 31 MAY 2020, THOUSANDS STAGED A DEMONSTRATION IN DENVER (COLORADO) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. THE EVENT TURNED VIOLENT DESPITE THE CURFEW IMPOSED BY CITY AUTHORITIES. RIOTERS VANDALIZED SOME STORES AND THREW PROJECTILES. POLICE INTERVENED AND ARRESTED 170 PEOPLE. THE POLICE INJURED ONE JOURNALIST WITH PEPPER BALL AND FOAM PROJECTILES AFTER HE HAD IDENTIFIED HIMSELF AS PRESS AND ALSO AIMED NON-LETHAL RIFLES AT TWO OTHER JOURNALISTS AFTER THEY TOO HAD IDENTIFIED THEMSELVES.",CROWD SIZE=THOUSANDS
